event_count,avg_time_delta,max_time_delta,min_time_delta,std_time_delta,unique_processes,total_processes,process_entropy,unique_commands,total_commands,avg_command_length,max_command_length,min_command_length,cmd_entropy,suspicious_patterns,contains_sudo,contains_pipe,contains_redirect,command_complexity_score,suspicion_intensity,entropy_variance,process_concentration,command_concentration,attack_vector_score,label
18,143.47058823529412,293.0,19.0,88.36096932273875,14,18,3.7254805549780947,17,18,7.666666666666667,15,2,4.05881388787862,0,0.0,0.0,0.0,1.9448483212751722,0.0,0.33333333290052547,0.06666666666666667,0.05555555555555555,0.18777777777777777,1
17,58.3125,117.0,3.0,37.699003219581286,4,17,1.7394541959148122,9,17,10.882352941176471,30,2,2.984234163354063,12,1.0,0.0,1.0,1.0475964330559804,0.6666666666666666,1.2447799674392508,0.2,0.1,0.8366666666666668,0
15,160.5,250.0,17.0,78.5791229998692,10,15,3.240223927499157,15,15,7.933333333333334,16,2,3.906890593444476,0,0.0,0.0,0.0,1.8232156102740888,0.0,0.6666666659453191,0.09090909090909091,0.0625,0.1846590909090909,1
27,48.42307692307692,120.0,4.0,35.129620503022664,4,27,1.9367376366919284,10,27,20.59259259259259,49,2,3.1723298728244567,5,0.0,0.0,0.0,1.3065299328077022,0.17857142857142858,1.2355922361325282,0.2,0.09090909090909091,0.24233766233766238,0
24,58.04347826086956,118.0,2.0,32.32508550830288,4,24,1.9329316463213881,8,24,37.083333333333336,63,3,2.7689704610055874,13,0.0,1.0,1.0,1.604416478056623,0.52,0.8360388146841993,0.2,0.1111111111111111,0.7768888888888891,0
36,66.25714285714285,114.0,1.0,35.1481296857765,4,36,1.9640787642311512,11,36,8.694444444444445,30,2,3.1734165837184807,22,1.0,0.0,1.0,0.8900352963296456,0.5945945945945946,1.2093378194873294,0.2,0.08333333333333333,0.8095045045045045,0
3,168.5,270.0,67.0,101.5,3,3,1.5849625002883474,3,3,9.0,15,4,1.5849625002883474,1,0.0,0.0,0.0,0.8915414064121954,0.25,0.0,0.25,0.25,0.25,1
29,54.464285714285715,106.0,5.0,33.49891484687776,4,29,1.9568813279257737,6,29,35.13793103448276,53,3,2.422491667258828,6,0.0,1.0,0.0,1.5763212062175902,0.2,0.4656103393330544,0.2,0.14285714285714285,0.4457142857142858,0
12,74.0,113.0,15.0,30.522718811343847,4,12,1.9999999994229218,6,12,27.583333333333332,36,3,2.418295833188872,6,0.0,0.0,1.0,1.8028286504178301,0.46153846153846156,0.41829583376595036,0.2,0.14285714285714285,0.5503296703296704,0
21,156.3,299.0,7.0,85.16812784134684,15,21,3.7849418252736,21,21,7.714285714285714,14,2,4.3923174197491,0,0.0,0.0,0.0,2.2589061015852514,0.0,0.6073755944754997,0.0625,0.045454545454545456,0.18920454545454546,1
6,62.2,90.0,15.0,27.036271932350434,3,6,1.459147916594436,5,6,18.5,49,2,2.251629166666475,0,0.0,0.0,0.0,0.8331027916665958,0.0,0.7924812500720391,0.25,0.16666666666666666,0.15833333333333335,0
6,81.6,114.0,67.0,16.596385148579795,3,6,1.459147916594436,5,6,9.666666666666666,30,3,2.251629166666475,3,1.0,0.0,1.0,0.7021209229390084,0.42857142857142855,0.7924812500720391,0.25,0.16666666666666666,0.7297619047619047,0
26,53.64,112.0,5.0,30.624016718908706,4,26,1.8608941284937215,5,26,39.11538461538461,63,2,2.2076418746069217,13,0.0,1.0,1.0,1.3492618909106004,0.48148148148148145,0.34674774611320025,0.2,0.16666666666666666,0.755925925925926,0
35,63.11764705882353,120.0,4.0,37.80971296457655,4,35,1.9838531205921603,11,35,35.42857142857143,78,2,3.212323474506549,9,0.0,1.0,0.0,1.4406079958004057,0.25,1.2284703539143889,0.2,0.08333333333333333,0.47166666666666673,0
18,170.76470588235293,296.0,12.0,91.63388110349777,12,18,3.4193819439151376,18,18,8.88888888888889,13,4,4.169924998845461,2,0.0,0.0,0.0,2.6475714278383884,0.10526315789473684,0.7505430549303238,0.07692307692307693,0.05263157894736842,0.22914979757085022,1
21,180.25,279.0,30.0,68.49808391480742,11,21,3.3087513496602017,21,21,8.952380952380953,14,3,4.3923174197491,0,0.0,0.0,0.0,2.6214465870248596,0.0,1.083566070088898,0.08333333333333333,0.045454545454545456,0.18712121212121213,1
12,53.72727272727273,112.0,9.0,36.131303247740256,4,12,1.8553885416304556,8,12,6.333333333333333,15,2,2.8553885410533777,3,0.0,0.0,0.0,1.130257964166962,0.23076923076923078,0.9999999994229221,0.2,0.1111111111111111,0.26119658119658123,0
25,131.83333333333334,299.0,19.0,77.17710512551993,12,25,3.4634651878704132,24,25,8.84,17,3,4.5638561863122575,0,0.0,0.0,0.0,2.241360482611131,0.0,1.1003909984418443,0.07692307692307693,0.04,0.18830769230769231,1
22,51.76190476190476,92.0,9.0,21.10722007344939,4,22,1.9196905734726184,11,22,19.681818181818183,49,2,3.2433003669519933,3,0.0,0.0,0.0,1.2766809626274667,0.13043478260869565,1.323609793479375,0.2,0.08333333333333333,0.22384057971014495,0
35,52.5,111.0,2.0,35.499171489917735,4,35,1.9197280808677688,9,35,10.085714285714285,30,2,2.8910345462854727,24,1.0,0.0,1.0,0.9405854330311261,0.6666666666666666,0.9713064654177039,0.2,0.1,0.8366666666666668,0
17,167.25,294.0,13.0,92.32720346680061,14,17,3.6901165155738918,16,17,6.588235294117647,14,2,3.969815780118498,1,0.0,0.0,0.0,1.7436053622481245,0.05555555555555555,0.27969926454460614,0.06666666666666667,0.058823529411764705,0.2096732026143791,1
23,127.68181818181819,285.0,1.0,87.5418789980681,14,23,3.551191172445923,23,23,7.695652173913044,13,2,4.523561952738814,1,0.0,0.0,0.0,2.4865542411017705,0.041666666666666664,0.9723707802928909,0.06666666666666667,0.041666666666666664,0.20583333333333334,1
6,76.6,114.0,42.0,29.316207121658834,4,6,1.9182958334774112,5,6,31.5,53,3,2.251629166666475,2,0.0,1.0,0.0,1.3134503472221106,0.2857142857142857,0.333333333189064,0.2,0.16666666666666666,0.4776190476190476,0
14,59.0,112.0,7.0,37.23935056857505,4,14,1.863120567989553,7,14,38.214285714285715,78,2,2.64559331344126,5,0.0,1.0,0.0,1.2797399843499766,0.3333333333333333,0.7824727454517069,0.2,0.125,0.5008333333333334,0
9,71.25,119.0,10.0,34.52082704687128,4,9,1.9749375006248486,6,9,26.444444444444443,36,2,2.419381944780754,3,0.0,0.0,1.0,1.7291678764499083,0.3,0.44444444415590545,0.2,0.14285714285714285,0.48571428571428577,0
29,58.32142857142857,114.0,1.0,31.66459669210188,4,29,1.93140287719612,9,29,26.03448275862069,36,2,2.6379623590841885,17,0.0,0.0,1.0,1.8561617717693963,0.5666666666666667,0.7065594818880685,0.2,0.1,0.5966666666666667,0
23,42.36363636363637,117.0,1.0,37.289464091501834,4,23,1.985277589931944,6,23,31.304347826086957,53,3,2.457223371046594,3,0.0,1.0,0.0,1.42447731654875,0.125,0.4719457811146499,0.2,0.14285714285714285,0.41571428571428576,0
14,134.69230769230768,279.0,30.0,78.21999018093345,12,14,3.5216406346120843,14,14,8.071428571428571,14,2,3.8073549200378314,2,0.0,0.0,0.0,2.048719552210833,0.13333333333333333,0.28571428542574706,0.07692307692307693,0.06666666666666667,0.23897435897435898,1
12,178.36363636363637,284.0,3.0,90.07196388269743,5,12,2.1887218748195196,12,12,9.166666666666666,18,2,3.5849624989899223,1,0.0,0.0,0.0,1.7295871705653132,0.07692307692307693,1.3962406241704026,0.16666666666666666,0.07692307692307693,0.20641025641025643,1
22,149.1904761904762,287.0,37.0,74.15852970727421,13,22,3.4594316167617936,22,22,8.272727272727273,15,3,4.459431615463368,2,0.0,0.0,0.0,2.3057288466316277,0.08695652173913043,0.9999999987015742,0.07142857142857142,0.043478260869565216,0.2232919254658385,1
6,55.4,73.0,23.0,21.546229368499723,4,6,1.9182958334774112,5,6,30.666666666666668,63,3,2.251629166666475,3,0.0,1.0,1.0,1.0789056423610195,0.42857142857142855,0.333333333189064,0.2,0.16666666666666666,0.7347619047619048,0
14,175.23076923076923,293.0,10.0,90.19479248668394,11,14,3.378783491899211,14,14,7.357142857142857,13,3,3.8073549200378314,0,0.0,0.0,0.0,2.0008038610402887,0.0,0.42857142813862037,0.08333333333333333,0.06666666666666667,0.185,1
22,130.52380952380952,298.0,6.0,83.46919537148851,12,22,3.390805480345748,22,22,7.363636363636363,13,2,4.459431615463368,2,0.0,0.0,0.0,2.345545200341122,0.08695652173913043,1.0686261351176198,0.07692307692307693,0.043478260869565216,0.22274247491638796,1
11,172.9,298.0,35.0,97.52994411974201,8,11,2.8453509354682804,11,11,7.0,10,3,3.459431617050333,1,0.0,0.0,0.0,2.2014564835774846,0.08333333333333333,0.6140806815820525,0.1111111111111111,0.08333333333333333,0.2138888888888889,1
14,62.46153846153846,119.0,17.0,30.409045680053783,4,14,1.6893917461660097,7,14,28.857142857142858,49,2,2.4956029227191263,5,0.0,0.0,0.0,1.4403194011121816,0.3333333333333333,0.8062111765531166,0.2,0.125,0.30083333333333334,0
21,185.35,297.0,45.0,73.76264298410138,11,21,3.272804325747656,21,21,9.714285714285714,16,2,4.3923174197491,3,0.0,0.0,0.0,2.5098956684280567,0.13636363636363635,1.119513094001444,0.08333333333333333,0.045454545454545456,0.24166666666666667,1
23,60.18181818181818,119.0,10.0,33.39928736805944,4,23,1.9141701106536952,9,23,29.26086956521739,53,2,2.914016302208419,4,0.0,1.0,0.0,1.5790120542562527,0.16666666666666666,0.9998461915547237,0.2,0.1,0.4366666666666667,0
33,63.40625,116.0,0.0,34.801992916175074,4,33,1.8763856874607256,9,33,38.303030303030305,78,2,2.8151964571710217,8,0.0,1.0,0.0,1.3649437368101924,0.23529411764705882,0.9388107697102961,0.2,0.1,0.4641176470588236,0
21,192.6,293.0,2.0,87.17361986289201,12,21,3.4632805160795765,20,21,9.523809523809524,18,2,4.297079324655274,3,0.0,0.0,0.0,2.1539244735114154,0.13636363636363635,0.8337988085756978,0.07692307692307693,0.047619047619047616,0.24209124209124208,1
38,49.21621621621622,107.0,0.0,34.24722133935488,4,38,1.8986735803789756,10,38,23.526315789473685,36,2,2.7765221699420755,8,0.0,0.0,1.0,1.7654415504468106,0.20512820512820512,0.8778485895630999,0.2,0.09090909090909091,0.45296037296037295,0
21,66.25,113.0,9.0,32.6080894871196,4,21,1.8735625179359159,9,21,29.476190476190474,63,2,2.7539187568819203,9,0.0,1.0,1.0,1.2683599036532058,0.4090909090909091,0.8803562389460045,0.2,0.1,0.7336363636363638,0
7,75.16666666666667,115.0,9.0,43.52553528932439,3,7,1.4488156352923758,5,7,6.857142857142857,11,3,2.235926349907685,2,0.0,0.0,0.0,1.2776721999472487,0.25,0.7871107146153093,0.25,0.16666666666666666,0.25833333333333336,0
7,160.16666666666666,251.0,29.0,69.01308249568017,5,7,2.235926349907685,7,7,9.428571428571429,12,7,2.8073549210477173,0,0.0,0.0,0.0,2.036103569111531,0.0,0.5714285711400322,0.16666666666666666,0.125,0.17083333333333334,1
20,190.42105263157896,292.0,9.0,75.54734715428373,11,20,3.2841837181922244,20,20,8.2,14,3,4.321928092001972,2,0.0,0.0,0.0,2.3626540236277447,0.09523809523809523,1.0377443738097476,0.08333333333333333,0.047619047619047616,0.225,1
21,69.8,118.0,5.0,32.80640181428009,4,21,1.9173570197713445,10,21,21.142857142857142,36,2,2.9649760665247746,4,0.0,0.0,1.0,1.694272038014157,0.18181818181818182,1.04761904675343,0.2,0.09090909090909091,0.4436363636363637,0
10,156.88888888888889,273.0,19.0,74.71195716356169,7,10,2.6464393436611293,10,10,10.2,15,3,3.3219280934446678,0,0.0,0.0,0.0,2.1177291595709757,0.0,0.6754887497835385,0.125,0.09090909090909091,0.1784090909090909,1
25,165.79166666666666,268.0,39.0,71.74897163413254,14,25,3.643074187408797,25,25,10.0,18,3,4.643856186167987,2,0.0,0.0,0.0,2.4441348348252565,0.07692307692307693,1.0007819987591904,0.06666666666666667,0.038461538461538464,0.22025641025641027,1
18,137.47058823529412,297.0,12.0,92.91812819204229,13,18,3.6143694440112535,18,18,8.666666666666666,16,2,4.169924998845461,0,0.0,0.0,0.0,2.1258441170584703,0.0,0.5555555548342079,0.07142857142857142,0.05263157894736842,0.18759398496240604,1
19,154.33333333333334,294.0,20.0,87.27287983993398,14,19,3.6818808007836297,18,19,8.842105263157896,19,2,4.142664352951997,0,0.0,0.0,0.0,1.8314937139366727,0.0,0.46078355216836764,0.06666666666666667,0.05263157894736842,0.1880701754385965,1
30,41.62068965517241,108.0,2.0,34.139080440420166,4,30,1.9689250787841865,9,30,27.233333333333334,53,2,2.9459265468664118,5,0.0,1.0,0.0,1.485692585672752,0.16129032258064516,0.9770014680822252,0.2,0.1,0.4345161290322581,0
18,158.52941176470588,299.0,21.0,94.7933465318785,14,18,3.7254805549780947,18,18,8.944444444444445,15,2,4.169924998845461,0,0.0,0.0,0.0,2.331103905604581,0.0,0.4444444438673667,0.06666666666666667,0.05263157894736842,0.1880701754385965,1
24,48.869565217391305,110.0,3.0,37.373908997106625,4,24,1.8478548138227873,8,24,26.625,49,2,2.5629072906927997,4,0.0,0.0,0.0,1.3647481322939157,0.16,0.7150524768700124,0.2,0.1111111111111111,0.23288888888888892,0
25,173.75,300.0,5.0,98.46795163909931,15,25,3.783465187437605,25,25,8.92,14,2,4.643856186167987,1,0.0,0.0,0.0,2.7615464787078965,0.038461538461538464,0.8603909987303822,0.0625,0.038461538461538464,0.20528846153846153,1
18,133.7058823529412,256.0,21.0,75.68492328368146,12,18,3.4613201384797745,18,18,7.944444444444445,19,2,4.169924998845461,1,0.0,0.0,0.0,1.6563868745413917,0.05263157894736842,0.7086048603656869,0.07692307692307693,0.05263157894736842,0.20809716599190287,1
11,138.5,285.0,3.0,109.1643256746452,10,11,3.277613435376421,11,11,7.2727272727272725,13,3,3.459431617050333,0,0.0,0.0,0.0,1.7971073335326404,0.0,0.18181818167391217,0.09090909090909091,0.08333333333333333,0.18257575757575759,1
7,160.83333333333334,277.0,54.0,97.29579755684323,6,7,2.5216406354777012,7,7,8.571428571428571,13,4,2.8073549210477173,2,0.0,0.0,0.0,1.7187887271720719,0.25,0.2857142855700161,0.14285714285714285,0.125,0.27321428571428574,1
30,48.93103448275862,110.0,3.0,29.751767301297164,4,30,1.9838711126410746,10,30,30.7,53,2,2.900863611919689,6,0.0,1.0,0.0,1.64919468307286,0.1935483870967742,0.9169924992786143,0.2,0.09090909090909091,0.4483284457478006,0
27,55.84615384615385,113.0,3.0,31.18886920249238,4,27,1.9493835770732633,8,27,32.148148148148145,53,3,2.6946781341411525,5,0.0,1.0,0.0,1.6042391086656518,0.17857142857142858,0.7452945570678893,0.2,0.1111111111111111,0.4403174603174604,0
23,173.5,280.0,9.0,80.94821577010599,16,23,3.8820451058285497,22,23,9.478260869565217,14,4,4.436605431143953,3,0.0,0.0,0.0,2.803420243447483,0.125,0.554560325315403,0.058823529411764705,0.043478260869565216,0.239769820971867,1
23,58.04545454545455,120.0,0.0,36.34365928532698,4,23,1.9531525868380326,10,23,6.913043478260869,15,2,3.170543890320242,5,0.0,0.0,0.0,1.369881735219887,0.20833333333333334,1.2173913034822093,0.2,0.09090909090909091,0.25424242424242427,0
16,168.13333333333333,292.0,14.0,95.54745185276033,9,16,3.0778195298163578,16,16,8.6875,17,2,3.9999999976916882,3,0.0,0.0,0.0,1.9305555544414745,0.17647058823529413,0.9221804678753305,0.1,0.058823529411764705,0.2547058823529412,1
18,197.0,278.0,42.0,67.40570756074523,14,18,3.7254805549780947,17,18,8.333333333333334,17,3,4.05881388787862,0,0.0,0.0,0.0,1.8790805036475096,0.0,0.33333333290052547,0.06666666666666667,0.05555555555555555,0.18777777777777777,1
32,62.193548387096776,119.0,0.0,32.829392175834684,4,32,1.9237949401183205,7,32,54.125,78,2,2.2697862094690433,20,0.0,1.0,0.0,1.555090868196354,0.6060606060606061,0.3459912693507228,0.2,0.125,0.6099242424242425,0
34,55.75757575757576,109.0,4.0,33.099510481622666,4,34,1.9168053769419466,11,34,7.647058823529412,30,2,3.2039598979778527,18,1.0,0.0,1.0,0.7903506389698689,0.5142857142857142,1.287154521035906,0.2,0.08333333333333333,0.7773809523809524,0
31,67.26666666666667,118.0,5.0,29.281317517412965,4,31,1.930047730395138,10,31,38.193548387096776,63,2,2.9253623415383383,18,0.0,1.0,1.0,1.7457807522083633,0.5625,0.9953146111432003,0.2,0.09090909090909091,0.795909090909091,0
9,52.5,103.0,25.0,27.54995462791182,4,9,1.836591667531901,5,9,8.0,30,3,2.0588138896098536,4,1.0,0.0,1.0,0.5313068102218976,0.4,0.2222222220779526,0.2,0.16666666666666666,0.7233333333333335,0
17,69.625,117.0,22.0,30.69380026976132,4,17,1.903967812510688,8,17,28.58823529411765,53,3,2.79334519303736,2,0.0,1.0,0.0,1.4788298080786022,0.1111111111111111,0.8893773805266718,0.2,0.1111111111111111,0.4133333333333334,0
40,65.12820512820512,117.0,1.0,35.790830717449154,4,40,1.9103909841883355,13,40,8.425,30,2,3.2450956476702553,26,1.0,0.0,1.0,0.8819332526329646,0.6341463414634146,1.3347046634819197,0.2,0.07142857142857142,0.8265156794425087,0
9,156.0,291.0,3.0,93.96408888506289,6,9,2.419381944780754,9,9,9.11111111111111,16,3,3.169925000143887,0,0.0,0.0,0.0,1.6989140523646975,0.0,0.7505430553631327,0.14285714285714285,0.1,0.17571428571428574,1
21,153.5,300.0,4.0,92.03559094176556,14,21,3.689703730179774,21,21,9.142857142857142,15,2,4.3923174197491,0,0.0,0.0,0.0,2.5098956684280567,0.0,0.7026136895693256,0.06666666666666667,0.045454545454545456,0.18878787878787878,1
14,68.07692307692308,111.0,13.0,33.13251142925129,4,14,1.9852281354571732,6,14,27.142857142857142,39,2,2.4137995637400627,0,0.0,1.0,0.0,1.6379354182521855,0.0,0.4285714282828894,0.2,0.14285714285714285,0.36571428571428577,0
7,126.66666666666667,300.0,12.0,89.092960190778,6,7,2.5216406354777012,7,7,8.571428571428571,13,6,2.8073549210477173,2,0.0,0.0,0.0,1.7187887271720719,0.25,0.2857142855700161,0.14285714285714285,0.125,0.27321428571428574,1
18,180.7058823529412,291.0,74.0,61.90292657329781,11,18,3.308270832948296,18,18,8.11111111111111,17,3,4.169924998845461,1,0.0,0.0,0.0,1.8790402772575228,0.05263157894736842,0.8616541658971655,0.08333333333333333,0.05263157894736842,0.20745614035087723,1
19,70.0,118.0,2.0,33.88706734630976,4,19,1.9312952796557963,8,19,39.89473684210526,63,2,2.689525382055913,11,0.0,1.0,1.0,1.6765298023013009,0.55,0.7582301024001166,0.2,0.1111111111111111,0.7888888888888891,0
19,64.88888888888889,119.0,16.0,32.56598240306199,4,19,1.7798299870990817,8,19,35.94736842105263,78,2,2.7550576187841513,6,0.0,1.0,0.0,1.2536338132109097,0.3,0.9752276316850697,0.2,0.1111111111111111,0.48888888888888893,0
20,70.57894736842105,120.0,14.0,34.21651769398068,4,20,1.9854752966502562,8,20,34.75,47,2,2.521127472183031,8,0.0,1.0,0.0,1.8251912428825068,0.38095238095238093,0.5356521755327746,0.2,0.1111111111111111,0.5212698412698413,0
6,84.4,106.0,59.0,19.147845831842286,2,6,0.9182958337659504,4,6,33.666666666666664,63,3,1.7924812497835,4,0.0,1.0,1.0,0.942919824104862,0.5714285714285714,0.8741854160175497,0.3333333333333333,0.2,0.7752380952380953,0
9,138.375,293.0,61.0,85.31696416891543,8,9,2.947702778065934,9,9,8.11111111111111,12,4,3.169925000143887,1,0.0,0.0,0.0,1.9778164530812286,0.1,0.22222222207795284,0.1111111111111111,0.1,0.2188888888888889,1
26,58.32,116.0,3.0,32.34776035523944,4,26,1.9127317991904116,9,26,26.115384615384617,53,2,2.987773370189559,4,0.0,1.0,0.0,1.4449416797426713,0.14814814814814814,1.0750415709991472,0.2,0.1,0.42925925925925934,0
34,59.333333333333336,120.0,0.0,35.60615087029178,4,34,1.9921846202807418,9,34,36.970588235294116,63,2,2.8739810468289324,19,0.0,1.0,1.0,1.66019952934925,0.5428571428571428,0.8817964265481906,0.2,0.1,0.7871428571428573,0
12,136.1818181818182,288.0,6.0,96.61057553800786,9,12,3.0849624994227307,12,12,7.333333333333333,14,3,3.5849624989899223,0,0.0,0.0,0.0,1.7526483328395175,0.0,0.49999999956719154,0.1,0.07692307692307693,0.18230769230769234,1
24,53.17391304347826,107.0,6.0,26.822528126984473,4,24,1.8553885416304556,8,24,22.708333333333332,36,2,2.5825518157765863,9,0.0,0.0,1.0,1.5850120941421617,0.36,0.7271632741461307,0.2,0.1111111111111111,0.5128888888888888,0
19,67.11111111111111,113.0,6.0,32.36577219651252,4,19,1.896820435863502,9,19,21.842105263157894,49,2,2.9258530132628575,3,0.0,0.0,0.0,1.2781357900043009,0.15,1.0290325773993556,0.2,0.1,0.23000000000000004,0
16,69.73333333333333,120.0,14.0,33.35958965908038,3,16,1.5794340024921563,6,16,32.3125,53,2,2.430036531711649,2,0.0,1.0,0.0,1.4540843598320863,0.11764705882352941,0.8506025292194925,0.25,0.14285714285714285,0.40777310924369753,0
16,48.86666666666667,110.0,0.0,32.52458898877723,4,16,1.8496017521375032,6,16,27.5625,49,2,2.180036531711649,6,0.0,0.0,0.0,1.2017451381060464,0.35294117647058826,0.3304347795741456,0.2,0.14285714285714285,0.30689075630252105,0
6,41.6,64.0,25.0,14.178857499812882,3,6,1.5849625002883474,6,6,6.833333333333333,15,2,2.584962499855539,1,0.0,0.0,0.0,1.1039944009799698,0.14285714285714285,0.9999999995671918,0.25,0.14285714285714285,0.21785714285714286,0
12,170.54545454545453,300.0,31.0,97.29090739199128,8,12,2.9182958329003332,12,12,8.833333333333334,13,3,3.5849624989899223,0,0.0,0.0,0.0,2.261940624362689,0.0,0.666666666089589,0.1111111111111111,0.07692307692307693,0.18119658119658122,1
11,148.1,285.0,2.0,100.32292858564287,7,11,2.6635327537943683,11,11,7.545454545454546,13,3,3.459431617050333,0,0.0,0.0,0.0,1.8644988585401145,0.0,0.7958988632559647,0.125,0.08333333333333333,0.1791666666666667,1
5,182.0,255.0,65.0,79.03480246068817,5,5,2.3219280941660148,5,5,7.6,14,2,2.3219280941660148,0,0.0,0.0,0.0,1.1764435677107807,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666669,1
7,50.0,74.0,25.0,20.704266871026046,3,7,1.5566567070300144,6,7,5.285714285714286,8,2,2.5216406354777012,0,0.0,0.0,0.0,1.4809635478202372,0.0,0.9649839284476869,0.25,0.14285714285714285,0.16071428571428575,0
25,117.875,296.0,16.0,81.43878708371501,14,25,3.603856187754952,25,25,8.36,17,2,4.643856186167987,3,0.0,0.0,0.0,2.156813206464687,0.11538461538461539,1.0399999984130353,0.06666666666666667,0.038461538461538464,0.23564102564102563,1
20,118.05263157894737,273.0,8.0,74.48311266335585,13,20,3.484183717903685,20,20,7.6,13,2,4.321928092001972,1,0.0,0.0,0.0,2.346189535658213,0.047619047619047616,0.8377443740982868,0.07142857142857142,0.047619047619047616,0.20714285714285713,1
36,58.714285714285715,120.0,5.0,31.149933665209282,4,36,1.9775774117461475,9,36,28.083333333333332,53,3,2.9608753491624853,5,0.0,1.0,0.0,1.5398379516477738,0.13513513513513514,0.9832979374163378,0.2,0.1,0.4240540540540541,0
17,160.625,290.0,17.0,84.35333055072574,14,17,3.7345216627599784,17,17,8.0,18,2,4.087462838797758,2,0.0,0.0,0.0,1.7210369847569507,0.1111111111111111,0.3529411760377794,0.06666666666666667,0.05555555555555555,0.23222222222222222,1
17,104.625,262.0,20.0,67.9640300085273,11,17,3.3371753395361123,17,17,8.764705882352942,13,3,4.087462838797758,1,0.0,0.0,0.0,2.5589578276506977,0.05555555555555555,0.7502874992616455,0.08333333333333333,0.05555555555555555,0.20833333333333334,1
18,74.94117647058823,118.0,1.0,39.14147880857083,4,18,1.991076059261144,7,18,35.166666666666664,53,2,2.43552050327278,5,0.0,1.0,0.0,1.5860951425634462,0.2631578947368421,0.44444444401163574,0.2,0.125,0.4727631578947369,0
30,54.93103448275862,115.0,1.0,31.193424411501415,4,30,1.8743412037277387,10,30,32.46666666666667,63,2,3.002910078207032,15,0.0,1.0,1.0,1.5233512584237756,0.4838709677419355,1.1285688744792932,0.2,0.09090909090909091,0.7644574780058652,0
36,56.714285714285715,116.0,0.0,34.48359562671705,4,36,1.9546859463692776,10,36,47.388888888888886,78,2,2.908093834299046,14,0.0,1.0,0.0,1.7444472859754472,0.3783783783783784,0.9534078879297683,0.2,0.09090909090909091,0.5222604422604423,0
18,61.705882352941174,113.0,11.0,32.89513589268061,4,18,1.991076059261144,10,18,8.0,30,2,3.1132833328521796,11,1.0,0.0,1.0,0.8034279568650786,0.5789473684210527,1.1222072735910356,0.2,0.09090909090909091,0.802488038277512,0
12,74.27272727272727,119.0,7.0,37.48476274456768,4,12,1.8879185020940548,7,12,44.25,78,2,2.6887218745309807,4,0.0,1.0,0.0,1.506024594278429,0.3076923076923077,0.8008033724369259,0.2,0.125,0.49057692307692313,0
15,74.0,120.0,17.0,33.932706514932924,4,15,1.9086126982956342,8,15,38.93333333333333,63,2,2.7068905944543626,9,0.0,1.0,1.0,1.6466917782930706,0.5625,0.7982778961587285,0.2,0.1111111111111111,0.793888888888889,0
9,122.625,245.0,2.0,83.77788714810131,8,9,2.947702778065934,9,9,9.333333333333334,16,3,3.169925000143887,0,0.0,0.0,0.0,1.7403509804711537,0.0,0.22222222207795284,0.1111111111111111,0.1,0.1788888888888889,1
19,164.27777777777777,297.0,10.0,99.51315131152573,11,19,3.1761102499302902,19,19,9.842105263157896,15,2,4.247927510702465,2,0.0,0.0,0.0,2.613034356912372,0.1,1.0718172607721748,0.08333333333333333,0.05,0.22666666666666668,1
4,248.0,296.0,163.0,60.27160746708741,4,4,1.9999999994229218,4,4,7.25,13,5,1.9999999994229218,0,0.0,0.0,0.0,1.0357142854154417,0.0,0.0,0.2,0.2,0.16000000000000003,1
22,155.04761904761904,268.0,39.0,70.74870094077528,14,22,3.606936730155548,22,22,7.590909090909091,15,2,4.459431615463368,0,0.0,0.0,0.0,2.1156962493817684,0.0,0.8524948853078196,0.06666666666666667,0.043478260869565216,0.1889855072463768,1
4,174.33333333333334,204.0,125.0,35.122009560324926,4,4,1.9999999994229218,4,4,6.5,9,4,1.9999999994229218,0,0.0,0.0,0.0,1.2999999996248992,0.0,0.0,0.2,0.2,0.16000000000000003,1
10,58.333333333333336,120.0,0.0,41.354833118055524,3,10,1.57095059402186,7,10,25.0,49,2,2.7219280938774757,2,0.0,0.0,0.0,1.3609640469387378,0.18181818181818182,1.1509774998556157,0.25,0.125,0.23522727272727278,0
11,158.8,288.0,3.0,94.78480890944498,7,11,2.7321588903546834,11,11,7.909090909090909,12,3,3.459431617050333,0,0.0,0.0,0.0,2.104689165618035,0.0,0.7272727266956496,0.125,0.08333333333333333,0.1791666666666667,1
13,138.75,297.0,2.0,108.26135429290238,10,13,3.2389012551599357,13,13,8.615384615384615,12,5,3.7004397162655884,1,0.0,0.0,0.0,2.452362415513289,0.07142857142857142,0.4615384611056528,0.09090909090909091,0.07142857142857142,0.21233766233766233,1
5,174.5,245.0,112.0,47.193749586147526,5,5,2.3219280941660148,5,5,7.0,12,4,2.3219280941660148,0,0.0,0.0,0.0,1.2502689737817,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666669,1
25,118.95833333333333,298.0,2.0,74.20606397428418,16,25,3.863465187293335,25,25,10.08,16,2,4.643856186167987,1,0.0,0.0,0.0,2.753533550386665,0.038461538461538464,0.780390998874652,0.058823529411764705,0.038461538461538464,0.20565610859728506,1
30,57.689655172413794,117.0,5.0,35.564514907007364,4,30,1.8743412037277387,9,30,33.9,63,2,2.671114000521288,15,0.0,1.0,1.0,1.4148556971511197,0.4838709677419355,0.7967727967935494,0.2,0.1,0.7635483870967742,0
